job_id,model_name,helical,extended,ppii,difficulty
8c5l_C,af3,0.40458768606185913,10.236598014831543,8.550956726074219,Easy
8ccz_C,af3,5.416483402252197,6.124860763549805,5.1448211669921875,Medium
8cd3_A,af3,4.250110626220703,0.6122628450393677,1.209094762802124,Easy
8cir_C,af3,4.4138031005859375,8.433852195739746,7.290408611297607,Difficult
8cis_B,af3,4.449368476867676,8.266423225402832,7.235711097717285,Difficult
8ck5_B,af3,0.23967832326889038,5.861485004425049,4.989690780639648,Easy
8ckc_B,af3,0.30138325691223145,5.7643513679504395,4.89570426940918,Easy
8cky_B,af3,4.196132183074951,2.8021790981292725,2.336524248123169,Easy
8cm9_E,af3,3.2937071323394775,3.058565139770508,2.661965847015381,Easy
8cmc_C,af3,6.662574768066406,1.91508948802948,0.8220052719116211,Easy
8cmd_C,af3,7.189202308654785,1.978182315826416,0.917995810508728,Easy
8cme_C,af3,6.686189651489258,1.9621589183807373,1.0159848928451538,Easy
8cmg_C,af3,6.861213684082031,2.404829978942871,1.4193700551986694,Easy
8cmi_C,af3,7.207104682922363,1.9767500162124634,1.2060348987579346,Easy
8cob_F,af3,3.1905734539031982,6.4530029296875,5.384326457977295,Easy
8cqy_B,af3,3.2833304405212402,0.6904646158218384,1.1111081838607788,Easy
8fu4_C,af3,3.8095624446868896,2.72933292388916,2.0367610454559326,Easy
8fua_C,af3,3.9116084575653076,2.49680233001709,1.7417999505996704,Easy
8fub_B,af3,4.707100868225098,2.750889778137207,2.4941842555999756,Easy
8fuc_A,af3,2.7770402431488037,0.6412363052368164,0.8024500012397766,Easy
8fuc_F,af3,3.399477958679199,0.44267934560775757,1.0331344604492188,Easy
8fud_C,af3,2.4319703578948975,4.944632530212402,4.435591697692871,Easy
8fym_C,af3,0.5140130519866943,11.145859718322754,9.388434410095215,Easy
8fyu_C,af3,3.410914659500122,2.474465847015381,2.0076868534088135,Easy
8fzm_B,af3,6.713193893432617,7.364516735076904,5.774232387542725,Medium
8g8a_C,af3,0.774915874004364,7.089583873748779,5.819199085235596,Easy
8g8c_C,af3,0.33402377367019653,9.052209854125977,7.576050758361816,Easy
8g8q_B,af3,3.1683802604675293,0.9428484439849854,1.039785385131836,Easy
8g8q_C,af3,2.5164828300476074,1.0752121210098267,1.5090630054473877,Easy
8gck_C,af3,2.31345272064209,1.4939779043197632,2.7721664905548096,Easy
8gjg_B,af3,0.48009392619132996,14.348156929016113,12.008460998535156,Easy
8gji_B,af3,2.951497793197632,12.778844833374023,10.74507999420166,Easy
8i3f_C,af3,3.5862529277801514,0.6371678709983826,1.1737533807754517,Easy
8i5e_P,af3,4.138901710510254,2.6626226902008057,2.060554027557373,Easy
8ia4_Q,af3,2.3958795070648193,0.6185442209243774,1.1627445220947266,Easy
8ia5_B,af3,0.2085108906030655,4.959097862243652,4.266191482543945,Easy
8ia8_L,af3,3.112868547439575,2.1858162879943848,1.6756657361984253,Easy
8ib1_C,af3,4.297399044036865,9.355751037597656,7.481558799743652,Difficult
8igc_B,af3,0.4740667939186096,13.091899871826172,10.905707359313965,Easy
8in0_B,af3,4.149783611297607,1.8433773517608643,1.485832929611206,Easy
8isn_C,af3,3.8806872367858887,2.1999895572662354,1.7112903594970703,Easy
8ivz_C,af3,3.6670145988464355,8.204833984375,6.337404727935791,Easy
8iya_D,af3,2.8731424808502197,0.7088696360588074,1.5600789785385132,Easy
8j5u_B,af3,3.772106885910034,2.8204541206359863,2.1924920082092285,Easy
8jbg_A,af3,3.662856101989746,1.168320894241333,1.17711341381073,Easy
8jbh_A,af3,3.6110928058624268,1.0478472709655762,1.1255205869674683,Easy
8jgb_L,af3,2.022160053253174,1.6606123447418213,1.3492356538772583,Easy
8jgf_L,af3,4.0521039962768555,8.192802429199219,7.216004848480225,Difficult
8jgg_L,af3,3.7607226371765137,7.137150764465332,6.2714009284973145,Easy
8jis_P,af3,0.8202385306358337,16.659345626831055,13.89647102355957,Easy
8jj9_C,af3,6.423321723937988,14.659071922302246,12.816967010498047,Difficult
8jjv_B,af3,5.251224517822266,1.5017369985580444,1.2712194919586182,Easy
8jly_B,af3,4.965192794799805,1.4140959978103638,1.7359168529510498,Easy
8jv0_C,af3,4.00337028503418,2.723273515701294,2.351269006729126,Easy
8jyq_C,af3,3.4512784481048584,5.099271774291992,4.06962251663208,Easy
8jzd_B,af3,3.816760778427124,6.49583625793457,6.116660118103027,Easy
8jzw_E,af3,5.993720054626465,2.806257486343384,2.416046619415283,Easy
8oep_B,af3,5.321298122406006,2.107539653778076,2.109445810317993,Easy
8ofg_C,af3,3.4150288105010986,1.154499888420105,1.2787939310073853,Easy
8og0_P,af3,2.3314692974090576,1.2904887199401855,0.29656654596328735,Easy
8oio_F,af3,2.029927968978882,1.625697135925293,0.3096541464328766,Easy
8okf_B,af3,3.7862260341644287,2.549454927444458,2.1376800537109375,Easy
8op0_B,af3,4.846451282501221,1.5499005317687988,1.5702592134475708,Easy
8opi_B,af3,4.83430290222168,2.1812191009521484,1.6265956163406372,Easy
8os1_C,af3,2.960209846496582,0.876886785030365,0.42385387420654297,Easy
8p0q_C,af3,2.9050116539001465,2.8678953647613525,2.522250175476074,Easy
